,ts_code,symbol,name,area,industry,list_date
1302,002829.SZ,002829,星网宇达,北京,航空,20161213
1303,002830.SZ,002830,名雕股份,深圳,装修装饰,20161213
1304,002831.SZ,002831,裕同科技,深圳,广告包装,20161216
1305,002832.SZ,002832,比音勒芬,广东,服饰,20161223
1306,002833.SZ,002833,弘亚数控,广东,专用机械,20161228
1307,002835.SZ,002835,同为股份,深圳,IT设备,20161228
1308,002836.SZ,002836,新宏泽,广东,广告包装,20161229
1309,002837.SZ,002837,英维克,深圳,专用机械,20161229
1310,002838.SZ,002838,道恩股份,山东,塑料,20170106
1311,002839.SZ,002839,张家港行,江苏,银行,20170124
1312,002840.SZ,002840,华统股份,浙江,食品,20170110
1313,002841.SZ,002841,视源股份,广东,元器件,20170119
1314,002842.SZ,002842,翔鹭钨业,广东,小金属,20170119
1315,002843.SZ,002843,泰嘉股份,湖南,钢加工,20170120
1316,002845.SZ,002845,同兴达,深圳,元器件,20170125
1317,002846.SZ,002846,英联股份,广东,广告包装,20170207
1318,002847.SZ,002847,盐津铺子,湖南,食品,20170208
1319,002848.SZ,002848,高斯贝尔,湖南,家用电器,20170213
1320,002849.SZ,002849,威星智能,浙江,电器仪表,20170217
1321,002850.SZ,002850,科达利,深圳,电气设备,20170302
1322,002851.SZ,002851,麦格米特,深圳,电气设备,20170306
1323,002852.SZ,002852,道道全,湖南,食品,20170310
1324,002853.SZ,002853,皮阿诺,广东,家居用品,20170310
1325,002855.SZ,002855,捷荣技术,广东,元器件,20170321
1326,002856.SZ,002856,美芝股份,深圳,装修装饰,20170320
1327,002857.SZ,002857,三晖电气,河南,电器仪表,20170323
1328,002858.SZ,002858,力盛体育,上海,文教休闲,20170324
1329,002859.SZ,002859,洁美科技,浙江,元器件,20170407
1330,002860.SZ,002860,星帅尔,浙江,家用电器,20170412
1331,002861.SZ,002861,瀛通通讯,湖北,元器件,20170413
1332,002862.SZ,002862,实丰文化,广东,文教休闲,20170411
1333,002863.SZ,002863,今飞凯达,浙江,汽车配件,20170418
1334,002864.SZ,002864,盘龙药业,陕西,中成药,20171116
1335,002865.SZ,002865,钧达股份,海南,电气设备,20170425
1336,002866.SZ,002866,传艺科技,江苏,IT设备,20170426
1337,002867.SZ,002867,周大生,深圳,服饰,20170427
1338,002868.SZ,002868,绿康生化,福建,农业综合,20170503
1339,002869.SZ,002869,金溢科技,深圳,通信设备,20170515
1340,002870.SZ,002870,香山股份,广东,汽车配件,20170515
1341,002871.SZ,002871,伟隆股份,山东,机械基件,20170511
1342,002872.SZ,002872,ST天圣,重庆,医药商业,20170519
1343,002873.SZ,002873,新天药业,贵州,中成药,20170519
1344,002875.SZ,002875,安奈儿,深圳,服饰,20170601
1345,002876.SZ,002876,三利谱,深圳,元器件,20170525
1346,002877.SZ,002877,智能自控,江苏,机械基件,20170605
1347,002878.SZ,002878,元隆雅图,北京,广告包装,20170606
1348,002879.SZ,002879,长缆科技,湖南,电气设备,20170707
1349,002880.SZ,002880,卫光生物,深圳,生物制药,20170616
1350,002881.SZ,002881,美格智能,深圳,元器件,20170622
1351,002882.SZ,002882,金龙羽,深圳,电气设备,20170717
1352,002883.SZ,002883,中设股份,江苏,建筑工程,20170620
1353,002884.SZ,002884,凌霄泵业,广东,机械基件,20170711
1354,002885.SZ,002885,京泉华,深圳,元器件,20170627
1355,002886.SZ,002886,沃特股份,深圳,塑料,20170627
1356,002887.SZ,002887,绿茵生态,天津,环境保护,20170801
1357,002888.SZ,002888,惠威科技,广东,元器件,20170721
1358,002889.SZ,002889,东方嘉盛,深圳,仓储物流,20170731
1359,002890.SZ,002890,弘宇股份,山东,农用机械,20170802
1360,002891.SZ,002891,中宠股份,山东,饲料,20170821
1361,002892.SZ,002892,科力尔,湖南,电气设备,20170817
1362,002893.SZ,002893,京能热力,北京,供气供热,20170915
1363,002895.SZ,002895,川恒股份,贵州,化工原料,20170825
1364,002896.SZ,002896,中大力德,浙江,机械基件,20170829
1365,002897.SZ,002897,意华股份,浙江,元器件,20170907
1366,002898.SZ,002898,赛隆药业,广东,化学制药,20170912
1367,002899.SZ,002899,英派斯,山东,文教休闲,20170915
1368,002900.SZ,002900,哈三联,黑龙江,化学制药,20170922
1369,002901.SZ,002901,大博医疗,福建,医疗保健,20170922
1370,002902.SZ,002902,铭普光磁,广东,通信设备,20170929
1371,002903.SZ,002903,宇环数控,湖南,机床制造,20171013
1372,002905.SZ,002905,金逸影视,广东,影视音像,20171016
1373,002906.SZ,002906,华阳集团,广东,汽车配件,20171013
1374,002907.SZ,002907,华森制药,重庆,中成药,20171020
1375,002908.SZ,002908,德生科技,广东,软件服务,20171020
1376,002909.SZ,002909,集泰股份,广东,化工原料,20171026
1377,002910.SZ,002910,庄园牧场,甘肃,乳制品,20171031
1378,002911.SZ,002911,佛燃能源,广东,供气供热,20171122
1379,002912.SZ,002912,中新赛克,深圳,IT设备,20171121
1380,002913.SZ,002913,奥士康,湖南,元器件,20171201
1381,002915.SZ,002915,中欣氟材,浙江,化工原料,20171205
1382,002916.SZ,002916,深南电路,深圳,元器件,20171213
1383,002917.SZ,002917,金奥博,深圳,化工原料,20171208
1384,002918.SZ,002918,蒙娜丽莎,广东,陶瓷,20171219
1385,002919.SZ,002919,名臣健康,广东,互联网,20171218
1386,002920.SZ,002920,德赛西威,广东,汽车配件,20171226
1387,002921.SZ,002921,联诚精密,山东,汽车配件,20171227
1388,002922.SZ,002922,伊戈尔,广东,电气设备,20171229
1389,002923.SZ,002923,润都股份,广东,化学制药,20180105
1390,002925.SZ,002925,盈趣科技,福建,元器件,20180115
1391,002926.SZ,002926,华西证券,四川,证券,20180205
1392,002927.SZ,002927,泰永长征,贵州,电气设备,20180223
1393,002928.SZ,002928,华夏航空,贵州,空运,20180302
1394,002929.SZ,002929,润建股份,广西,通信设备,20180301
1395,002930.SZ,002930,宏川智慧,广东,仓储物流,20180328
1396,002931.SZ,002931,锋龙股份,浙江,机械基件,20180403
1397,002932.SZ,002932,明德生物,湖北,医疗保健,20180710
1398,002933.SZ,002933,新兴装备,北京,航空,20180828
1399,002935.SZ,002935,天奥电子,四川,航空,20180903
1400,002936.SZ,002936,郑州银行,河南,银行,20180919
1401,002937.SZ,002937,兴瑞科技,浙江,元器件,20180926
1402,002938.SZ,002938,鹏鼎控股,深圳,元器件,20180918
1403,002939.SZ,002939,长城证券,深圳,证券,20181026
1404,002940.SZ,002940,昂利康,浙江,化学制药,20181023
1405,002941.SZ,002941,新疆交建,新疆,建筑工程,20181128
1406,002942.SZ,002942,新农股份,浙江,农药化肥,20181205
1407,002943.SZ,002943,宇晶股份,湖南,机床制造,20181129
1408,002945.SZ,002945,华林证券,西藏,证券,20190117
1409,002946.SZ,002946,新乳业,四川,乳制品,20190125
1410,002947.SZ,002947,恒铭达,江苏,元器件,20190201
1411,002948.SZ,002948,青岛银行,山东,银行,20190116
1412,002949.SZ,002949,华阳国际,深圳,建筑工程,20190226
1413,002950.SZ,002950,奥美医疗,湖北,医疗保健,20190311
1414,002951.SZ,002951,*ST金时,四川,广告包装,20190315
1415,002952.SZ,002952,亚世光电,辽宁,元器件,20190328
1416,002953.SZ,002953,日丰股份,广东,电气设备,20190509
1417,002955.SZ,002955,鸿合科技,深圳,IT设备,20190523
1418,002956.SZ,002956,西麦食品,广西,食品,20190619
1419,002957.SZ,002957,科瑞技术,深圳,专用机械,20190726
1420,002958.SZ,002958,青农商行,山东,银行,20190326
1421,002959.SZ,002959,小熊电器,广东,家用电器,20190823
1422,002960.SZ,002960,青鸟消防,河北,专用机械,20190809
1423,002961.SZ,002961,瑞达期货,福建,多元金融,20190905
1424,002962.SZ,002962,五方光电,湖北,元器件,20190917
1425,002963.SZ,002963,豪尔赛,北京,装修装饰,20191028
1426,002965.SZ,002965,祥鑫科技,广东,汽车配件,20191025
1427,002966.SZ,002966,苏州银行,江苏,银行,20190802
1428,002967.SZ,002967,广电计量,广东,电器仪表,20191108
1429,002968.SZ,002968,新大正,重庆,房产服务,20191203
1430,002969.SZ,002969,嘉美包装,安徽,广告包装,20191202
1431,002970.SZ,002970,锐明技术,深圳,IT设备,20191217
1432,002971.SZ,002971,和远气体,湖北,化工原料,20200113
1433,002972.SZ,002972,科安达,深圳,运输设备,20191227
1434,002973.SZ,002973,侨银股份,广东,环境保护,20200106
1435,002975.SZ,002975,博杰股份,广东,专用机械,20200205
1436,002976.SZ,002976,瑞玛精密,江苏,汽车配件,20200306
1437,002977.SZ,002977,天箭科技,四川,通信设备,20200317
1438,002978.SZ,002978,安宁股份,四川,小金属,20200417
1439,002979.SZ,002979,雷赛智能,深圳,专用机械,20200408
1440,002980.SZ,002980,华盛昌,深圳,电器仪表,20200415
1441,002981.SZ,002981,朝阳科技,广东,元器件,20200417
1442,002982.SZ,002982,湘佳股份,湖南,农业综合,20200424
1443,002983.SZ,002983,芯瑞达,安徽,元器件,20200428
1444,002984.SZ,002984,森麒麟,山东,汽车配件,20200911
1445,002985.SZ,002985,北摩高科,北京,航空,20200429
1446,002986.SZ,002986,宇新股份,广东,化工原料,20200602
1447,002987.SZ,002987,京北方,北京,软件服务,20200507
1448,002988.SZ,002988,豪美新材,广东,铝,20200518
1449,002989.SZ,002989,中天精装,深圳,装修装饰,20200610
1450,002990.SZ,002990,盛视科技,深圳,软件服务,20200525
1451,002991.SZ,002991,甘源食品,江西,食品,20200731
1452,002992.SZ,002992,宝明科技,深圳,元器件,20200803
1453,002993.SZ,002993,奥海科技,广东,元器件,20200817
1454,002995.SZ,002995,天地在线,北京,互联网,20200805
1455,002996.SZ,002996,顺博合金,重庆,铝,20200828
1456,002997.SZ,002997,瑞鹄模具,安徽,专用机械,20200903
1457,002998.SZ,002998,优彩资源,江苏,化纤,20200925
1458,002999.SZ,002999,天禾股份,广东,批发业,20200903
1459,003000.SZ,003000,劲仔食品,湖南,食品,20200914
1460,003001.SZ,003001,中岩大地,北京,建筑工程,20201013
1461,003002.SZ,003002,壶化股份,山西,化工原料,20200922
1462,003003.SZ,003003,天元股份,广东,广告包装,20200921
1463,003004.SZ,003004,声迅股份,北京,IT设备,20201126
1464,003005.SZ,003005,竞业达,北京,软件服务,20200922
1465,003006.SZ,003006,百亚股份,重庆,造纸,20200921
1466,003007.SZ,003007,直真科技,北京,软件服务,20200923
1467,003008.SZ,003008,开普检测,河南,电气设备,20200923
1468,003009.SZ,003009,中天火箭,陕西,航空,20200925
1469,003010.SZ,003010,若羽臣,广东,互联网,20200925
1470,003011.SZ,003011,海象新材,浙江,家居用品,20200930
1471,003012.SZ,003012,东鹏控股,广东,陶瓷,20201019
1472,003013.SZ,003013,地铁设计,广东,建筑工程,20201022
1473,003015.SZ,003015,日久光电,江苏,元器件,20201021
1474,003016.SZ,003016,欣贺股份,福建,服饰,20201026
1475,003017.SZ,003017,大洋生物,浙江,化工原料,20201026
1476,003018.SZ,003018,金富科技,广东,塑料,20201106
1477,003019.SZ,003019,宸展光电,福建,元器件,20201117
1478,003020.SZ,003020,立方制药,安徽,化学制药,20201215
1479,003021.SZ,003021,兆威机电,深圳,元器件,20201204
1480,003022.SZ,003022,联泓新科,山东,化工原料,20201208
1481,003023.SZ,003023,彩虹集团,四川,家用电器,20201211
1482,003025.SZ,003025,思进智能,浙江,机床制造,20201211
1483,003026.SZ,003026,中晶科技,浙江,半导体,20201218
1484,003027.SZ,003027,同兴环保,安徽,环境保护,20201218
1485,003028.SZ,003028,振邦智能,深圳,元器件,20201228
1486,003029.SZ,003029,吉大正元,吉林,软件服务,20201224
1487,003030.SZ,003030,祖名股份,浙江,食品,20210106
1488,003031.SZ,003031,中瓷电子,河北,元器件,20210104
1489,003032.SZ,003032,传智教育,江苏,文教休闲,20210112
1490,003033.SZ,003033,征和工业,山东,汽车配件,20210111
1491,003035.SZ,003035,南网能源,广东,新型电力,20210119
1492,003036.SZ,003036,泰坦股份,浙江,纺织机械,20210128
1493,003037.SZ,003037,三和管桩,广东,水泥,20210204
1494,003038.SZ,003038,鑫铂股份,安徽,铝,20210210
1495,003039.SZ,003039,顺控发展,广东,水务,20210308
1496,003040.SZ,003040,楚天龙,广东,通信设备,20210322
1497,003041.SZ,003041,真爱美家,浙江,纺织,20210406
1498,003042.SZ,003042,中农联合,山东,农药化肥,20210406
1499,003043.SZ,003043,华亚智能,江苏,半导体,20210406
1500,003816.SZ,003816,中国广核,深圳,新型电力,20190826
1501,300001.SZ,300001,特锐德,山东,电气设备,20091030
1502,300002.SZ,300002,神州泰岳,北京,互联网,20091030
1503,300003.SZ,300003,乐普医疗,北京,医疗保健,20091030
1504,300004.SZ,300004,南风股份,广东,电气设备,20091030
1505,300005.SZ,300005,探路者,北京,服饰,20091030
1506,300006.SZ,300006,莱美药业,重庆,化学制药,20091030
1507,300007.SZ,300007,汉威科技,河南,电器仪表,20091030
1508,300008.SZ,300008,天海防务,上海,船舶,20091030
1509,300009.SZ,300009,安科生物,安徽,生物制药,20091030
1510,300010.SZ,300010,*ST豆神,北京,软件服务,20091030
1511,300011.SZ,300011,鼎汉技术,北京,运输设备,20091030
1512,300012.SZ,300012,华测检测,深圳,电器仪表,20091030
1513,300013.SZ,300013,*ST新宁,河南,仓储物流,20091030
1514,300014.SZ,300014,亿纬锂能,广东,电气设备,20091030
1515,300015.SZ,300015,爱尔眼科,湖南,医疗保健,20091030
1516,300016.SZ,300016,北陆药业,北京,化学制药,20091030
1517,300017.SZ,300017,网宿科技,上海,软件服务,20091030
1518,300018.SZ,300018,中元股份,湖北,电气设备,20091030
1519,300019.SZ,300019,硅宝科技,四川,化工原料,20091030
1520,300020.SZ,300020,*ST银江,浙江,软件服务,20091030
1521,300021.SZ,300021,大禹节水,甘肃,建筑工程,20091030
1522,300022.SZ,300022,吉峰科技,四川,农用机械,20091030
1523,300024.SZ,300024,机器人,辽宁,专用机械,20091030
1524,300025.SZ,300025,华星创业,浙江,通信设备,20091030
1525,300026.SZ,300026,红日药业,天津,中成药,20091030
1526,300027.SZ,300027,华谊兄弟,浙江,影视音像,20091030
1527,300029.SZ,300029,ST天龙,江苏,建筑工程,20091225
1528,300030.SZ,300030,阳普医疗,广东,医疗保健,20091225
1529,300031.SZ,300031,宝通科技,江苏,互联网,20091225
1530,300032.SZ,300032,金龙机电,浙江,元器件,20091225
1531,300033.SZ,300033,同花顺,浙江,软件服务,20091225
1532,300034.SZ,300034,钢研高纳,北京,航空,20091225
1533,300035.SZ,300035,中科电气,湖南,电气设备,20091225
1534,300036.SZ,300036,超图软件,北京,软件服务,20091225
1535,300037.SZ,300037,新宙邦,深圳,化工原料,20100108
1536,300039.SZ,300039,上海凯宝,上海,中成药,20100108
1537,300040.SZ,300040,九洲集团,黑龙江,电气设备,20100108
1538,300041.SZ,300041,回天新材,湖北,化工原料,20100108
1539,300042.SZ,300042,朗科科技,深圳,IT设备,20100108
1540,300043.SZ,300043,星辉娱乐,广东,互联网,20100120
1541,300044.SZ,300044,赛为智能,深圳,软件服务,20100120
1542,300045.SZ,300045,华力创通,北京,IT设备,20100120
1543,300046.SZ,300046,台基股份,湖北,半导体,20100120
1544,300047.SZ,300047,天源迪科,深圳,软件服务,20100120
1545,300048.SZ,300048,合康新能,北京,电气设备,20100120
1546,300049.SZ,300049,福瑞股份,内蒙,医疗保健,20100120
1547,300050.SZ,300050,世纪鼎利,广东,通信设备,20100120
1548,300051.SZ,300051,琏升科技,江苏,综合类,20100211
1549,300052.SZ,300052,中青宝,深圳,互联网,20100211
1550,300053.SZ,300053,航宇微,广东,半导体,20100211
1551,300054.SZ,300054,鼎龙股份,湖北,化工原料,20100211
1552,300055.SZ,300055,万邦达,北京,石油加工,20100226
1553,300056.SZ,300056,中创环保,福建,环境保护,20100226
1554,300057.SZ,300057,万顺新材,广东,铝,20100226
1555,300058.SZ,300058,蓝色光标,北京,广告包装,20100226
1556,300059.SZ,300059,东方财富,上海,证券,20100319
1557,300061.SZ,300061,旗天科技,上海,互联网,20100319
1558,300062.SZ,300062,中能电气,福建,电气设备,20100319
1559,300063.SZ,300063,天龙集团,广东,互联网,20100326
1560,300065.SZ,300065,海兰信,北京,船舶,20100326
1561,300066.SZ,300066,三川智慧,江西,电器仪表,20100326
1562,300067.SZ,300067,安诺其,上海,染料涂料,20100421
1563,300068.SZ,300068,南都电源,浙江,电气设备,20100421
1564,300069.SZ,300069,金利华电,山西,电气设备,20100421
1565,300070.SZ,300070,碧水源,北京,环境保护,20100421
1566,300071.SZ,300071,福石控股,北京,广告包装,20100421
1567,300072.SZ,300072,海新能科,北京,化工原料,20100427
1568,300073.SZ,300073,当升科技,北京,电气设备,20100427
1569,300074.SZ,300074,华平股份,上海,软件服务,20100427
1570,300075.SZ,300075,数字政通,北京,软件服务,20100427
1571,300076.SZ,300076,GQY视讯,浙江,IT设备,20100430
1572,300077.SZ,300077,国民技术,深圳,半导体,20100430
1573,300078.SZ,300078,思创医惠,浙江,软件服务,20100430
1574,300079.SZ,300079,数码视讯,北京,通信设备,20100430
1575,300080.SZ,300080,易成新能,河南,电气设备,20100625
1576,300081.SZ,300081,恒信东方,北京,文教休闲,20100520
1577,300082.SZ,300082,奥克股份,辽宁,化工原料,20100520
1578,300083.SZ,300083,创世纪,广东,机床制造,20100520
1579,300084.SZ,300084,海默科技,甘肃,专用机械,20100520
1580,300085.SZ,300085,银之杰,深圳,软件服务,20100526
1581,300086.SZ,300086,康芝药业,海南,化学制药,20100526
1582,300087.SZ,300087,荃银高科,安徽,种植业,20100526
1583,300088.SZ,300088,长信科技,安徽,元器件,20100526
1584,300091.SZ,300091,金通灵,江苏,机械基件,20100625
1585,300092.SZ,300092,科新机电,四川,专用机械,20100708
1586,300093.SZ,300093,金刚光伏,甘肃,电气设备,20100708
1587,300094.SZ,300094,国联水产,广东,渔业,20100708
1588,300095.SZ,300095,华伍股份,江西,专用机械,20100728
1589,300096.SZ,300096,ST易联众,福建,软件服务,20100728
1590,300097.SZ,300097,智云股份,辽宁,专用机械,20100728
1591,300098.SZ,300098,高新兴,广东,软件服务,20100728
1592,300099.SZ,300099,尤洛卡,山东,电器仪表,20100806
1593,300100.SZ,300100,双林股份,浙江,汽车服务,20100806
1594,300101.SZ,300101,振芯科技,四川,通信设备,20100806
1595,300102.SZ,300102,乾照光电,福建,半导体,20100812
1596,300103.SZ,300103,达刚控股,陕西,专用机械,20100812
1597,300105.SZ,300105,龙源技术,山东,电器仪表,20100820
1598,300106.SZ,300106,西部牧业,新疆,乳制品,20100820
1599,300107.SZ,300107,建新股份,河北,化工原料,20100820
1600,300108.SZ,300108,*ST吉药,吉林,中成药,20100825
1601,300109.SZ,300109,新开源,河南,化工原料,20100825
1602,300110.SZ,300110,华仁药业,山东,化学制药,20100825
1603,300111.SZ,300111,向日葵,浙江,化学制药,20100827
1604,300112.SZ,300112,万讯自控,深圳,电器仪表,20100827
1605,300113.SZ,300113,顺网科技,浙江,互联网,20100827
1606,300114.SZ,300114,中航电测,陕西,电器仪表,20100827
1607,300115.SZ,300115,长盈精密,深圳,元器件,20100902
1608,300116.SZ,300116,*ST保力,陕西,电气设备,20100902
1609,300117.SZ,300117,*ST嘉寓,北京,电气设备,20100902
1610,300118.SZ,300118,东方日升,浙江,电气设备,20100902
1611,300119.SZ,300119,瑞普生物,天津,农业综合,20100917
1612,300120.SZ,300120,经纬辉开,天津,元器件,20100917
1613,300121.SZ,300121,阳谷华泰,山东,化工原料,20100917
1614,300122.SZ,300122,智飞生物,重庆,生物制药,20100928
1615,300123.SZ,300123,亚光科技,湖南,半导体,20100928
1616,300124.SZ,300124,汇川技术,深圳,电器仪表,20100928
1617,300125.SZ,300125,ST聆达,辽宁,电气设备,20101013
1618,300126.SZ,300126,锐奇股份,上海,轻工机械,20101013
1619,300127.SZ,300127,银河磁体,四川,矿物制品,20101013
1620,300128.SZ,300128,锦富技术,江苏,元器件,20101013
1621,300129.SZ,300129,泰胜风能,上海,电气设备,20101019
1622,300130.SZ,300130,新国都,深圳,IT设备,20101019
1623,300131.SZ,300131,英唐智控,深圳,元器件,20101019
1624,300132.SZ,300132,青松股份,福建,化工原料,20101026
1625,300133.SZ,300133,华策影视,浙江,影视音像,20101026
1626,300134.SZ,300134,大富科技,安徽,通信设备,20101026
1627,300135.SZ,300135,宝利国际,江苏,石油加工,20101026
1628,300136.SZ,300136,信维通信,深圳,元器件,20101105
1629,300137.SZ,300137,先河环保,河北,环境保护,20101105
1630,300138.SZ,300138,晨光生物,河北,食品,20101105
1631,300139.SZ,300139,晓程科技,北京,黄金,20101112
1632,300140.SZ,300140,节能环境,陕西,环境保护,20101112
1633,300141.SZ,300141,和顺电气,江苏,电气设备,20101112
1634,300142.SZ,300142,沃森生物,云南,生物制药,20101112
1635,300143.SZ,300143,盈康生命,山东,医疗保健,20101209
1636,300144.SZ,300144,宋城演艺,浙江,旅游景点,20101209
1637,300145.SZ,300145,中金环境,浙江,机械基件,20101209
1638,300146.SZ,300146,汤臣倍健,广东,食品,20101215
1639,300147.SZ,300147,香雪制药,广东,中成药,20101215
1640,300148.SZ,300148,天舟文化,湖南,出版业,20101215
1641,300149.SZ,300149,睿智医药,广东,生物制药,20101222
1642,300150.SZ,300150,世纪瑞尔,北京,软件服务,20101222
1643,300151.SZ,300151,昌红科技,深圳,专用机械,20101222
1644,300152.SZ,300152,新动力,河北,环境保护,20101229
1645,300153.SZ,300153,科泰电源,上海,电气设备,20101229
1646,300154.SZ,300154,瑞凌股份,深圳,机械基件,20101229
1647,300155.SZ,300155,安居宝,广东,IT设备,20110107
1648,300157.SZ,300157,新锦动力,北京,专用机械,20110107
1649,300158.SZ,300158,振东制药,山西,化学制药,20110107
1650,300159.SZ,300159,新研股份,新疆,农用机械,20110107
1651,300160.SZ,300160,秀强股份,江苏,家用电器,20110113
1652,300161.SZ,300161,华中数控,湖北,机床制造,20110113
1653,300162.SZ,300162,雷曼光电,深圳,元器件,20110113
1654,300163.SZ,300163,ST先锋,浙江,家居用品,20110113
1655,300164.SZ,300164,通源石油,陕西,石油开采,20110113
1656,300165.SZ,300165,天瑞仪器,江苏,电器仪表,20110125
1657,300166.SZ,300166,东方国信,北京,软件服务,20110125
1658,300167.SZ,300167,*ST迪威,深圳,软件服务,20110125
1659,300168.SZ,300168,万达信息,上海,软件服务,20110125
1660,300169.SZ,300169,天晟新材,江苏,塑料,20110125
1661,300170.SZ,300170,汉得信息,上海,软件服务,20110201
1662,300171.SZ,300171,东富龙,上海,医疗保健,20110201
1663,300172.SZ,300172,中电环保,江苏,环境保护,20110201
1664,300173.SZ,300173,福能东方,广东,轻工机械,20110201
1665,300174.SZ,300174,元力股份,福建,化工原料,20110201
1666,300175.SZ,300175,朗源股份,山东,食品,20110215
1667,300176.SZ,300176,派生科技,广东,汽车配件,20110215
1668,300177.SZ,300177,中海达,广东,通信设备,20110215
1669,300179.SZ,300179,四方达,河南,矿物制品,20110215
1670,300180.SZ,300180,华峰超纤,上海,化纤,20110222
1671,300181.SZ,300181,佐力药业,浙江,中成药,20110222
1672,300182.SZ,300182,捷成股份,北京,影视音像,20110222
1673,300183.SZ,300183,东软载波,山东,通信设备,20110222
1674,300184.SZ,300184,力源信息,湖北,元器件,20110222
1675,300185.SZ,300185,通裕重工,山东,工程机械,20110308
